user_id,item_id
216,228
216,531
203,471
92,587
13,892
213,176
286,288
11,558
295,194
250,596
137,144
257,137
111,328
91,480
215,211
189,1060
1,20
303,404
299,305
187,210
214,568
293,770
285,191
303,252
96,156
72,1110
115,1067
7,430
116,350
73,480
269,246
263,419
70,431
221,475
72,182
25,357
290,50
189,526
299,303
264,294
200,365
187,135
184,187
13,229
298,486
235,185
62,712
54,742
63,762
11,732
92,168
8,550
307,174
303,200
72,54
117,150
224,77
193,869
130,109
182,845
254,229
64,381
45,25
193,879
276,922
276,57
234,187
293,249
264,721
10,611
197,346
276,142
308,427
221,943
131,126
109,8
198,58
230,680
192,1061
234,448
90,900
193,941
128,603
244,265
90,289
157,25
305,71
119,382
231,181
280,508
288,132
301,33
72,699
308,55
59,742
94,744
130,642
26,1015
56,121
62,12
276,40
152,301
178,845
217,597
79,303
138,484
308,81
269,198
307,94
222,781
121,740
13,864
230,742
269,507
239,1099
245,1028
56,546
295,961
69,240
10,7
22,376
294,931
279,399
6,98
243,1039
298,181
118,200
283,1114
171,292
70,217
10,100
245,181
107,333
276,70
189,56
226,242
62,1016
276,417
214,478
306,235
222,26
280,631
60,430
56,71
42,274
1,202
13,809
173,289
185,23
280,540
244,381
150,293
7,497
178,317
178,742
95,1217
234,1462
97,222
117,268
130,1246
264,655
207,13
42,588
87,367
101,304
256,127
92,794
292,661
246,665
274,845
188,692
18,86
236,632
193,407
144,709
90,1198
48,609
22,128
311,432
8,22
276,188
222,173
72,866
299,134
1,171
308,295
165,216
222,49
181,121
200,11
234,626
244,707
90,25
208,216
263,96
134,323
279,586
2,292
49,302
286,153
205,304
22,80
234,318
223,328
15,25
268,147
94,1220
274,405
7,492
16,55
164,620
290,161
92,515
239,1070
56,449
248,234
234,10
308,187
276,64
192,948
122,509
85,588
201,272
295,739
263,568
295,39
201,1100
93,820
159,1028
293,423
82,597
276,181
13,823
217,2
83,660
189,20
222,796
146,1022
267,121
126,294
125,80
43,120
42,44
77,518
291,686
268,21
262,28
234,81
29,245
236,57
158,729
156,661
232,52
168,866
37,288
141,245
235,230
102,70
77,172
90,506
186,566
44,660
118,774
7,661
42,1028
178,433
77,474
56,1047
286,99
90,258
295,190
224,69
272,317
221,1010
207,318
234,487
7,648
87,82
44,449
306,287
194,172
94,62
167,659
108,100
230,304
54,302
90,22
286,357
14,269
92,121
181,405
65,806
44,443
244,183
1,265
270,25
94,572
286,746
239,272
216,55
254,121
178,385
194,23
268,955
188,143
276,294
158,1098
207,845
305,654
47,324
64,736
191,751
7,378
59,92
69,268
10,461
21,129
58,9
194,152
7,200
113,126
173,328
95,233
16,194
59,323
311,654
292,589
43,203
79,50
235,70
125,190
284,322
303,161
254,378
90,923
6,463
286,298
222,448
297,57
42,625
130,1217
254,357
244,310
36,748
256,443
104,285
21,447
111,301
18,408
25,222
110,944
270,98
68,237
83,215
89,216
128,317
305,512
286,175
279,1428
256,86
221,48
140,332
11,227
201,203
150,181
126,245
144,742
109,566
85,1065
213,133
223,11
215,421
218,208
174,937
275,186
268,583
160,462
195,273
224,178
99,1016
2,251
292,9
72,568
85,228
83,281
7,543
287,926
222,53
24,64
7,554
82,56
161,318
196,393
56,91
82,477
256,761
226,56
279,741
308,1286
16,8
180,202
203,93
145,56
288,305
84,742
44,644
17,13
313,117
148,1
197,347
21,164
279,982
239,491
185,287
297,89
303,68
73,206
94,216
239,194
197,511
280,1
1,117
60,162
198,258
239,513
6,69
233,375
85,642
110,38
184,522
201,518
214,131
296,228
222,87
279,725
85,433
239,234
13,72
194,77
208,663
109,178
230,172
313,478
70,1133
62,182
198,234
65,125
174,660
90,12
130,1248
283,432
275,418
311,98
195,751
130,105
286,73
7,623
56,222
210,204
239,9
96,87
249,239
84,121
275,265
135,1046
291,1178
70,399
311,9
301,523
152,685
244,172
53,281
244,790
26,125
151,13
24,191
271,65
307,634
294,1245
25,501
293,137
201,432
13,181
2,50
313,566
144,125
188,443
276,324
72,234
83,385
181,619
109,402
207,107
185,216
14,213
57,79
230,963
176,875
253,97
284,269
106,526
121,180
291,418
84,1033
207,58
194,187
109,97
283,845
297,275
78,255
11,425
308,59
193,1078
297,234
87,585
8,50
186,148
312,692
91,683
291,376
175,127
7,644
276,419
83,210
102,524
62,302
49,995
268,298
313,616
286,44
279,168
276,474
62,59
83,97
63,100
16,178
90,945
42,98
303,393
274,50
104,299
94,792
184,98
293,708
248,589
18,950
200,892
296,222
7,662
196,381
69,427
72,196
256,472
128,182
151,747
7,171
286,85
172,220
308,516
308,436
64,1063
220,298
21,324
285,269
207,65
198,658
220,333
210,70
143,682
199,221
297,25
276,78
299,847
1,47
164,281
96,673
291,1016
7,451
233,177
6,517
202,283
214,117
184,602
277,257
95,68
25,257
6,23
313,436
22,241
262,617
130,569
66,181
262,174
206,302
222,22
76,61
151,703
314,28
13,147
44,258
303,418
270,558
248,117
125,318
138,523
291,15
234,147
239,96
15,331
136,89
223,423
82,194
145,355
280,845
178,199
307,949
10,488
116,331
23,258
308,174
185,114
188,237
118,654
246,721
234,98
194,239
94,24
122,378
312,100
262,64
154,242
223,763
99,403
83,43
130,307
174,402
256,487
59,177
244,53
250,196
43,40
285,150
97,670
122,510
61,323
4,264
37,403
303,1098
165,372
176,324
56,869
44,15
190,117
29,189
94,174
130,949
117,181
19,435
194,191
158,24
56,447
262,223
214,137
92,747
188,96
58,173
244,154
134,879
298,625
254,230
230,138
16,209
151,835
145,1248
200,588
248,257
297,432
312,133
151,12
110,568
305,483
141,258
44,240
186,263
214,213
233,208
1,222
230,419
56,450
94,651
205,316
14,174
276,1081
83,929
268,580
222,1041
279,89
112,331
296,429
18,202
13,868
87,210
10,285
181,328
23,463
253,746
234,228
66,1
216,174
290,208
4,303
144,831
138,517
5,1
276,357
62,433
239,475
293,166
130,234
264,70
208,197
24,763
279,1162
101,596
162,1019
99,246
239,430
160,160
172,580
54,676
44,507
210,97
164,930
28,217
305,79
18,729
109,1012
207,25
109,1
15,222
58,709
303,693
152,111
92,241
77,91
244,662
131,221
197,302
227,50
85,282
295,72
181,1
277,255
279,96
1,253
18,182
276,568
87,177
213,13
125,134
128,739
291,428
25,208
288,272
271,56
5,363
274,748
70,419
151,919
199,268
201,209
11,740
59,77
184,277
222,88
38,161
104,300
298,1346
180,1119
121,14
252,277
303,411
210,527
234,648
312,573
308,215
234,1397
75,546
117,15
246,239
64,516
85,187
239,81
59,54
256,220
216,196
13,195
144,153
100,268
210,274
94,471
125,657
65,1142
1,113
76,175
294,508
263,1451
294,930
85,13
303,426
6,492
279,746
303,1109
184,191
310,116
313,22
314,1150
13,121
43,5
215,164
280,127
161,898
11,723
94,218
311,566
48,680
85,604
288,527
184,514
151,929
90,690
11,38
106,582
37,117
276,845
22,258
70,82
5,98
308,95
60,208
270,778
243,208
81,280
200,478
13,308
56,184
116,250
295,172
63,1007
295,235
156,641
160,430
237,191
290,132
45,109
224,678
277,1011
65,100
272,1101
116,255
184,86
285,151
72,28
271,187
94,211
246,425
115,8
176,327
13,396
95,1
147,904
151,58
184,660
311,386
105,268
158,510
34,312
72,427
263,416
94,1048
200,291
45,118
279,144
145,22
71,89
182,69
193,627
214,302
151,485
102,322
195,328
109,258
282,288
23,381
252,300
151,372
282,327
304,237
290,568
64,160
28,79
168,1278
265,471
18,113
83,82
90,499
234,1186
87,196
26,685
150,129
161,98
70,210
51,182
222,1057
92,176
204,216
164,685
57,682
184,207
60,403
92,180
43,204
222,1042
197,300
92,790
294,282
193,410
271,705
214,693
73,657
90,187
315,273
48,309
270,671
66,7
6,478
101,222
207,1046
144,182
85,83
102,625
158,770
297,588
90,507
271,482
178,276
90,245
311,143
267,17
194,647
59,387
1,227
116,751
170,292
110,578
60,1021
287,347
197,55
38,679
195,1014
279,227
84,748
316,98
25,25
168,274
103,24
299,588
194,478
287,294
234,582
87,9
49,47
296,855
44,95
92,216
135,39
13,66
262,386
7,676
116,942
318,474
269,13
222,1044
82,455
279,254
42,685
145,1245
49,625
313,99
32,290
308,848
145,448
130,542
130,806
249,255
49,581
195,300
118,475
130,316
104,293
201,1229
142,82
119,718
303,94
99,50
306,14
227,295
59,1107
30,539
262,821
6,508
311,716
268,364
262,553
214,275
16,56
293,132
62,132
94,346
13,59
240,313
291,7
312,28
31,484
291,70
56,172
109,588
59,429
246,1218
65,196
92,115
308,741
301,660
214,1129
158,241
308,493
32,151
224,191
215,423
32,1012
201,509
85,298
180,68
184,36
188,218
144,508
194,205
177,203
276,273
198,7
108,290
189,197
73,56
172,462
101,471
5,102
276,773
13,150
7,401
128,482
104,7
293,39
256,25
90,821
275,69
22,510
312,494
207,192
264,504
137,687
185,740
42,176
145,472
189,634
262,121
259,772
239,58
312,921
92,15
311,419
102,448
249,746
95,527
19,655
79,100
189,751
253,510
201,919
1,17
214,42
7,81
234,132
59,148
6,469
82,14
109,627
305,50
195,154
277,279
92,81
94,58
217,144
313,200
116,1216
303,433
117,151
221,327
46,307
91,28
151,317
64,176
116,271
291,1139
62,111
196,251
49,547
307,1022
303,176
286,154
291,501
235,87
276,157
135,1208
57,243
7,576
250,404
289,282
50,823
25,258
18,496
193,790
263,510
207,716
314,535
250,338
262,568
95,172
94,470
59,583
277,282
303,1286
271,714
269,235
210,357
185,199
235,480
276,939
308,163
298,252
44,208
315,13
215,197
269,9
42,195
293,79
246,68
101,405
92,665
249,88
60,525
13,331
271,750
92,731
254,188
311,203
263,197
201,660
279,79
138,496
209,251
217,7
261,340
176,258
303,1037
81,169
62,114
72,530
276,364
49,7
263,117
9,298
92,528
249,708
262,754
196,655
207,1436
276,226
134,313
311,849
203,148
247,736
313,745
311,83
251,1014
227,411
59,550
58,100
249,723
286,1316
11,725
7,228
92,846
160,56
103,127
11,110
87,2
293,605
291,732
254,575
49,334
222,1284
268,1
59,215
177,209
151,1298
29,332
30,435
297,182
315,185
23,172
321,496
191,754
106,778
7,151
178,678
84,12
94,168
264,33
239,529
90,657
261,875
190,302
112,289
144,106
199,258
85,501
301,202
294,127
130,206
103,121
267,840
286,231
5,211
160,117
6,357
158,72
297,736
250,244
58,268
23,1006
301,1228
307,265
92,24
137,300
164,117
276,38
213,294
286,34
232,197
150,221
130,731
1,90
189,1005
311,5
36,307
128,228
151,89
248,475
213,609
203,181
308,863
269,47
297,307
305,189
266,676
197,229
74,272
127,294
194,4
177,56
45,473
57,28
239,187
238,252
201,1010
131,1281
270,97
159,127
230,202
92,219
318,356
123,531
267,403
232,630
5,382
16,155
180,762
178,282
319,313
180,737
270,736
293,496
269,793
54,685
21,98
303,209
13,766
314,95
151,387
230,378
201,403
95,1206
270,370
256,716
80,582
303,435
312,121
62,258
189,1115
77,195
99,742
291,1028
83,338
262,179
253,216
223,596
108,50
94,347
267,980
201,1245
271,111
18,387
207,4
313,96
215,144
279,1376
296,248
270,83
210,161
201,79
184,181
275,449
185,269
276,550
279,1182
216,69
16,471
147,292
291,250
28,95
291,471
7,580
297,218
308,559
87,211
97,89
21,596
59,710
238,756
178,209
186,470
299,615
10,504
110,682
267,386
181,327
207,87
47,995
148,114
94,9
60,222
244,409
276,246
234,20
106,107
216,697
140,268
220,303
67,64
170,299
230,142
299,641
7,581
275,501
44,250
291,214
11,741
59,286
194,234
57,204
314,417
201,197
184,155
194,792
186,983
68,7
286,721
316,306
280,781
13,14
211,127
187,215
71,134
306,242
64,684
303,277
198,135
232,91
98,47
53,24
254,1116
7,106
12,300
239,10
238,111
130,267
90,662
63,20
40,268
298,152
42,185
291,578
148,70
305,187
184,71
94,556
158,1011
7,528
174,237
158,190
201,853
278,311
101,252
63,1028
275,520
275,173
62,1073
230,234
109,975
73,357
83,118
4,361
64,778
244,89
7,643
295,704
293,288
279,487
76,582
272,48
269,285
244,380
271,220
321,287
306,864
224,332
57,1047
145,591
52,95
145,260
208,202
160,187
141,274
260,990
177,299
223,969
26,25
297,1016
244,167
286,709
82,411
167,364
99,181
293,346
7,650
90,425
228,475
82,919
43,151
10,289
197,515
57,756
62,24
323,223
18,863
307,509
54,298
295,47
194,237
311,385
287,257
290,82
262,96
279,491
290,393
145,393
305,61
269,156
276,180
323,298
296,258
18,965
72,528
224,949
125,239
244,652
138,211
59,604
221,1059
42,69
10,340
219,882
60,604
63,50
255,448
311,172
7,582
7,127
189,203
59,470
234,161
226,147
204,340
13,493
186,281
6,275
69,300
259,959
5,62
181,1164
135,449
286,258
104,249
303,65
295,73
184,100
262,786
234,614
1,64
325,485
312,641
262,509
239,478
142,181
296,242
13,488
294,676
69,174
195,265
121,509
279,509
7,196
221,780
175,96
180,431
311,1222
44,120
318,257
320,117
256,939
310,24
83,139
280,128
43,52
18,494
303,87
91,427
318,631
275,258
97,482
174,160
268,470
94,89
7,44
158,85
256,765
221,69
196,67
232,175
159,685
99,182
175,71
326,22
303,291
270,53
254,418
11,190
162,181
117,829
268,52
320,177
210,380
151,969
42,684
207,121
59,70
26,455
234,705
270,466
97,484
11,660
56,797
305,923
173,286
67,1095
213,12
268,684
36,883
131,100
308,298
14,709
284,305
191,752
222,29
207,864
303,1315
52,1086
305,529
223,318
22,79
137,546
292,328
249,11
269,616
197,294
42,603
26,1016
7,560
193,435
7,559
299,186
115,127
59,433
217,22
279,709
257,345
279,789
279,919
63,222
178,73
90,1194
111,313
13,848
94,625
59,496
179,905
303,302
299,516
10,505
62,464
56,69
92,289
308,378
13,144
244,155
236,313
310,536
37,55
234,617
75,409
314,692
187,523
151,402
268,264
224,215
292,195
16,191
99,597
234,482
233,99
66,249
280,204
301,174
92,1142
99,410
97,98
313,673
58,109
270,781
189,1
67,147
234,50
40,880
294,222
293,629
7,241
131,750
296,48
81,3
151,186
57,926
234,134
53,174
280,544
123,135
109,797
96,479
236,286
201,313
174,471
151,15
90,529
59,12
3,343
310,845
4,357
25,615
59,170
147,305
314,1518
256,413
234,618
246,8
92,106
272,127
104,269
97,50
14,530
23,170
13,97
165,325
244,7
95,416
28,98
259,269
82,596
28,173
94,455
276,384
298,8
151,210
77,238
200,241
201,405
193,332
291,226
113,326
313,191
207,531
214,151
44,123
18,154
297,628
7,28
115,92
308,581
81,824
13,781
41,28
287,249
117,50
221,204
318,659
262,11
154,488
186,385
198,179
99,168
126,262
72,226
109,31
34,242
173,323
156,276
122,215
276,583
224,528
208,88
295,483
43,64
89,197
308,435
315,305
42,1041
164,299
7,153
125,1180
70,50
177,960
62,401
130,366
312,228
158,414
279,42
210,58
43,66
151,490
276,291
194,663
311,180
198,214
82,661
267,238
291,466
151,692
60,47
92,79
97,115
314,1218
5,407
15,685
99,204
123,192
47,340
222,135
58,284
320,294
268,135
106,692
287,11
305,186
6,221
85,647
128,736
249,124
280,693
207,827
60,616
21,184
286,628
145,183
311,28
25,228
76,92
246,406
201,292
235,647
286,133
48,174
144,685
5,24
85,272
286,7
151,429
191,301
287,56
96,153
125,615
93,15
84,528
13,167
213,471
178,234
128,418
195,496
13,570
276,843
54,268
305,347
14,474
18,58
263,921
289,849
194,321
11,746
298,842
56,215
38,465
308,165
214,652
102,300
7,420
61,328
307,100
303,182
145,13
50,253
194,530
145,1
222,157
7,188
109,100
90,631
7,78
13,685
82,73
267,423
99,895
235,1149
200,665
312,188
145,50
234,71
213,48
244,216
85,175
124,50
137,237
151,162
187,116
193,554
49,741
291,54
316,292
271,514
194,404
268,721
277,1197
301,606
89,1048
253,50
102,732
311,662
201,943
246,816
172,488
280,38
311,661
59,287
268,83
315,651
145,299
248,174
327,191
297,286
295,151
70,584
275,176
48,259
235,419
147,258
92,521
43,284
207,203
234,485
201,587
286,689
69,12
237,494
85,133
276,85
311,366
320,399
114,175
42,121
7,680
154,302
106,660
313,71
90,526
94,186
224,43
151,480
311,505
320,202
113,329
255,859
276,789
259,750
204,172
78,412
85,98
222,323
288,127
42,606
25,729
119,213
116,185
123,13
315,657
13,480
195,387
95,174
130,332
233,482
44,530
292,86
157,405
207,787
239,204
251,144
269,923
178,148
138,121
30,82
34,690
292,276
271,11
69,175
42,456
311,568
183,241
288,196
268,42
308,634
308,166
207,410
271,211
16,144
90,603
209,408
299,238
279,1228
128,140
307,173
291,159
10,489
95,128
10,657
59,855
124,11
7,133
256,692
85,629
276,1416
318,476
307,258
28,7
236,729
38,672
7,93
184,729
154,175
311,403
116,301
94,229
221,508
305,203
207,508
130,161
98,163
328,9
178,218
293,293
162,742
128,79
307,1411
269,514
195,186
327,533
189,91
95,143
94,157
256,819
291,366
222,153
207,98
222,298
286,151
116,262
7,174
148,495
311,495
178,255
181,597
123,847
291,77
237,528
140,301
290,222
177,79
65,202
311,181
125,796
77,168
58,960
117,405
248,127
5,423
289,7
241,294
213,690
99,508
275,523
28,380
144,31
198,651
221,268
267,739
129,303
301,496
94,33
318,64
298,477
290,476
16,942
130,815
178,125
42,506
320,284
138,151
197,849
215,157
94,1119
293,724
79,246
279,1492
189,30
233,806
222,172
276,301
70,417
57,409
125,173
128,143
92,763
65,56
236,506
90,958
323,117
197,176
277,273
176,288
99,546
326,186
59,663
59,702
26,15
7,182
112,354
293,167
297,198
276,11
222,210
287,92
62,443
106,703
276,1218
230,210
246,184
22,511
165,258
109,89
195,181
7,193
326,480
77,125
85,58
186,588
256,280
84,529
74,288
102,432
194,770
267,114
1,92
16,504
90,31
234,657
60,1020
92,947
158,1
87,1000
1,228
42,143
43,26
299,1322
130,200
307,71
147,339
311,229
296,286
217,82
80,886
314,9
64,527
249,79
21,298
215,151
305,238
308,417
102,118
112,750
130,622
188,474
56,585
56,230
222,25
307,431
144,313
23,404
144,961
160,3
22,227
79,508
18,647
151,481
312,480
256,29
158,568
311,141
303,179
25,478
152,147
145,1001
162,121
6,532
22,433
13,915
327,461
200,402
271,22
269,478
178,121
210,502
76,135
318,648
279,1291
75,121
90,618
44,174
217,195
246,121
284,906
301,172
244,31
95,395
303,330
198,640
256,802
46,690
305,209
295,67
116,248
318,508
274,288
145,172
188,191
119,313
270,306
262,91
131,845
250,260
33,307
37,183
6,211
85,517
308,164
42,746
311,70
17,508
235,511
295,727
56,194
83,1035
100,355
270,327
115,228
234,151
16,92
130,410
320,1157
189,462
313,31
49,238
60,79
13,226
1,121
150,246
13,548
7,614
157,1132
130,993
166,322
62,4
253,183
261,117
269,1020
269,136
322,197
7,647
112,748
170,245
271,823
294,288
151,522
311,213
26,257
291,627
26,7
221,468
318,204
87,996
279,562
207,14
279,163
94,235
121,86
198,180
292,653
92,781
291,572
48,690
1,114
180,79
255,879
250,2
119,716
101,282
67,1
291,99
59,238
311,73
177,919
1,132
144,778
268,68
232,705
102,313
279,1093
22,173
122,715
145,315
119,1101
261,259
1,134
94,45
330,11
291,741
6,180
188,88
299,921
253,203
215,194
291,273
303,867
307,1110
130,876
95,483
74,326
13,305
4,260
261,294
159,259
137,55
174,699
286,158
87,1183
270,230
91,172
296,272
125,483
62,1118
328,200
296,510
234,500
237,100
150,13
301,610
151,25
271,8
87,303
113,294
311,518
328,905
288,742
111,887
194,196
239,605
109,5
291,824
16,168
207,746
312,1299
268,250
195,887
271,50
74,9
308,802
144,66
195,14
18,199
13,918
109,159
227,293
233,357
264,475
275,1066
56,68
78,1160
130,682
127,380
130,568
49,473
13,273
203,336
330,136
109,195
280,1028
143,331
183,96
60,699
178,131
297,216
59,1117
276,429
179,258
198,1169
119,54
297,20
1,98
268,205
279,174
64,187
119,1262
75,1017
27,742
307,21
37,685
82,15
244,238
271,274
174,1014
210,135
262,258
320,68
85,660
311,348
82,208
1,186
145,368
276,401
23,213
64,515
63,237
322,32
74,285
297,202
82,216
280,145
200,227
290,21
178,926
194,410
276,347
207,133
87,135
331,7
315,8
106,435
286,83
87,157
87,163
286,655
254,380
96,91
232,1
315,98
43,553
305,679
276,270
328,568
222,1053
93,222
330,235
82,504
89,732
38,216
308,85
24,153
235,1464
1,221
222,69
43,114
331,486
223,322
158,271
32,249
313,245
211,526
268,425
332,770
280,975
10,463
92,386
69,258
210,96
213,144
254,50
58,272
327,210
291,385
246,596
11,714
329,100
86,258
7,621
308,481
54,820
177,651
10,655
145,993
255,185
18,607
226,180
274,25
293,156
83,476
295,173
286,1039
42,48
208,204
267,94
271,242
125,97
323,333
145,250
38,1030
332,566
108,13
194,520
148,172
144,1147
269,961
290,71
65,676
267,546
207,754
314,1095
210,631
92,715
50,475
188,159
303,700
197,288
244,676
164,597
11,230
6,297
186,925
190,147
184,1137
85,269
185,127
44,257
293,484
150,1
60,179
75,147
269,640
138,493
299,271
92,928
299,24
292,183
62,559
198,549
152,272
42,999
64,333
59,121
135,233
7,22
24,427
144,747
261,322
201,475
133,258
110,245
5,384
139,268
112,322
301,184
291,1471
285,216
85,53
275,183
296,275
271,197
221,172
323,9
111,340
95,176
207,170
136,276
124,616
185,528
167,404
286,341
84,322
151,529
264,401
289,1
144,64
56,29
23,528
328,742
125,785
200,72
249,23
130,56
140,319
158,483
222,58
177,89
7,268
59,549
319,879
42,102
301,1035
145,682
214,79
259,210
57,864
261,597
136,298
293,705
194,470
75,496
202,172
23,183
52,1009
65,97
190,751
162,685
221,250
92,134
49,695
6,500
152,25
145,278
328,271
116,750
90,237
221,318
128,283
94,467
221,1218
281,332
294,539
300,948
326,153
62,28
159,249
76,811
74,237
280,227
224,22
64,77
15,20
43,328
244,100
327,805
21,928
14,22
318,610
92,756
62,157
13,840
59,13
208,514
289,815
279,249
326,50
73,12
28,234
90,354
96,519
7,627
328,519
247,751
45,472
323,127
268,566
291,816
59,405
332,975
239,612
22,399
267,147
235,319
87,70
239,317
269,922
207,468
270,148
184,559
304,271
157,283
239,183
261,339
301,58
145,339
10,321
48,308
321,631
32,591
1,84
21,742
22,186
292,324
72,129
256,642
73,475
290,274
56,597
83,216
215,22
328,521
307,175
201,23
197,570
26,286
90,489
98,517
57,250
163,288
1,31
333,894
311,22
237,211
44,603
22,96
213,546
257,258
279,1017
53,845
43,286
181,7
201,651
320,99
94,180
235,85
305,131
234,229
328,591
328,754
258,323
16,70
200,265
207,131
292,10
214,179
155,321
106,213
200,586
305,216
279,1113
331,133
58,45
167,1306
151,191
326,168
191,288
81,471
284,258
5,267
257,59
145,443
271,191
176,297
158,38
152,716
232,638
109,930
243,660
57,744
235,275
145,182
249,476
44,11
194,566
109,218
49,10
87,233
314,791
292,132
7,300
291,460
292,176
290,1028
122,427
17,151
59,47
274,411
213,50
14,111
321,131
221,1314
195,100
236,187
92,619
303,576
42,210
246,423
197,231
181,369
130,172
276,1131
252,742
221,1067
292,488
177,124
42,785
1,70
13,178
76,276
3,331
290,429
159,815
214,1065
30,181
8,182
238,118
249,176
264,1069
98,655
123,275
7,162
119,269
138,483
56,63
291,122
326,468
92,175
293,654
162,1047
303,549
325,504
267,654
130,546
91,423
301,384
291,672
18,196
195,1084
222,939
332,693
267,55
16,443
158,79
305,14
87,67
313,175
43,498
234,1035
90,11
230,196
1,60
262,185
221,1407
279,382
211,678
287,1016
167,603
119,154
126,878
60,474
296,427
300,243
194,971
83,186
207,1242
311,1116
130,550
245,222
256,756
1,177
59,10
243,225
148,1149
10,48
178,549
295,4
334,117
263,523
230,402
152,132
189,45
130,231
334,282
91,193
83,866
222,217
10,203
173,300
269,168
292,100
60,508
197,431
313,265
234,506
154,484
14,56
201,1211
52,748
308,579
212,515
13,42
268,99
119,245
44,202
126,884
159,111
90,301
320,42
301,25
114,269
9,691
137,195
183,562
297,301
334,603
18,954
152,97
184,498
325,430
39,315
231,127
63,150
201,375
13,94
297,22
14,93
240,343
184,716
216,12
257,276
256,778
200,229
249,22
184,47
276,58
268,432
224,258
298,261
244,743
59,132
301,1112
56,1090
327,192
285,288
133,328
71,346
293,1132
271,172
286,269
290,153
226,270
104,122
311,233
60,178
200,191
128,276
303,460
5,445
189,276
90,659
321,134
279,108
197,770
217,566
34,310
293,157
297,300
24,742
259,405
303,1007
10,218
272,8
76,1129
194,431
256,291
276,318
227,126
311,553
198,427
13,180
286,100
271,451
59,318
328,655
25,174
90,971
157,150
106,69
173,322
276,1135
276,76
115,234
307,22
82,218
116,1082
80,50
59,381
236,143
56,174
82,69
144,727
7,526
49,531
313,488
207,273
334,222
83,95
326,496
236,686
17,9
82,147
201,242
223,237
168,295
186,977
62,135
320,456
48,603
236,1328
92,673
71,285
67,240
326,54
234,462
31,302
172,603
314,1139
297,652
264,659
118,174
216,286
256,278
200,820
49,312
118,433
293,195
42,405
293,566
125,158
315,230
296,83
188,204
201,4
253,747
315,531
210,134
119,1170
151,509
81,273
324,748
43,15
298,432
250,127
286,1265
267,226
194,735
303,99
57,588
92,672
207,269
325,154
280,86
197,449
39,352
197,510
117,1
132,922
271,180
222,433
103,117
201,26
270,387
104,100
95,96
130,204
314,833
313,969
295,722
269,412
332,228
301,11
125,434
336,66
327,230
262,292
313,205
321,523
248,185
38,384
6,475
331,47
38,423
1,174
